"ESTUDIO";"REGISTRO";"CUES";"CCAA";"PROV";"MUN";"CAPITAL";"TAMUNI";"ENTREV";"TIPO_TEL";"SEXO";"EDAD";"P0";"P1";"P2_1";"P2_2";"P2_3";"P2_4";"P2_5";"P2_6";"P2_7";"P3ES_1";"P3ES_2";"P3ES_3";"P3ES_4";"P3ES_5";"P3ES_6";"P4ES_1";"P4ES_2";"P4ES_3";"P4ES_4";"P4ES_5";"P4ES_6";"P5_1";"P5_2";"P5_3";"P5_4";"P5_5";"P5_6";"P6_1";"P6_2";"P6_3";"P6_4";"P7ES_1";"P7ES_2";"P7ES_3";"P7ES_4";"P8ES_1";"P8ES_2";"P8ES_3";"P8ES_4";"P9_1";"P9_2";"P9_3";"P9_4";"P9_5";"P10_1";"P10_2";"P10_3";"P10_4";"P11_1";"P11_2";"P11_3";"P11_4";"P12";"P13";"P14";"P15";"P16";"ESCIDEOL";"PARTICIPACIONG";"RECUVOTOG";"RECUVOTOGR";"RECUERDO";"SITLAB";"RELALAB";"CNO11";"CNO11R";"ECIVIL";"ESCUELA";"NIVELESTENTREV";"ESTUDIOS";"RELIGION";"PRACTICARELIG6";"INGRESHOG";"CLASESOCIAL";"CLASESUB";"SINCERIDAD";"PESO";"IA_I501";"IA_I502";"IA_I503";"IA_I504";"IA_I505";"IA_I506";"IA_I507";"IA_I508";"IA_I509";"IA_I510";"IA_I511";"IA_I512";"IA_I513";"IA_I514";"IA_I515";"IA_I516";"IA_I517";"IA_I518";"IA_I519";"IA_I520";"IA_I521";"IA_I522";"IA_I523";"IA_I524";"IA_I525";"IA_I526";"IA_I528";"IA_I529";"IA_I530";"IA_I531";"IA_I532";"IA_I533";"IA_I534";"IA_I535";"IA_I536";"IA_I537";"IA_I538";"IA_I539";"IA_I540";"IA_I541";"IA_I542";"IA_I543";"IA_OBS1";"IA_OBS2";"IA_E1_DIA";"IA_E1_MES";"IA_E1_ANYO";"IA_E2";"IA_E3";"IA_E4";"IA_VALIDA";"IA_APLAZADA";"IA_MODIFICADA";"IA_SUPERVISADA";"IA_C2";"IA_C2A";"IA_C2B_1";"IA_C2B_2";"IA_C2B_3";"IA_C2B_4";"IA_C2B_5";"IA_C2B_6";"IA_C2B_7";"IA_C2B_8";"IA_C2B_9";"IA_C2B_10";"IA_C2B_11";"IA_C2B_12";"IA_C2B_13";"IA_C2B_14";"IA_C2B_15";"IA_C2B_16";"IA_C2B_17";"IA_C2B_18";"IA_C2B_19";"IA_C2B_20";"IA_C2B_21";"IA_C2B_22";"IA_C2B_23";"IA_C2B_24";"IA_C2B_25";"IA_C3";"IA_C4"
3406;25818;1166;1;21;0;3;3;0;1;2;83;1;1;9;1;2;1;1;5;1;5;5;5;5;4;5;5;5;5;4;5;5;9;1;1;9;2;1;1;1;4;1;4;5;5;5;4;4;5;5;1;1;1;2;8;5;1;3;5;5;1;3;5;2;2;2;2;2;10;1;9999;9999;9999;7;0;0;14;1;3;2;2;2;1;9;3;2;1;1,7786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;"";"";9;5;23;2;17;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;25843;1167;13;28;79;1;7;0;1;2;83;1;2;4;1;1;4;1;3;4;5;4;9;4;3;5;5;3;3;4;3;5;1;1;1;4;1;1;1;1;3;4;5;5;5;5;5;5;5;5;1;1;2;3;3;4;4;4;2;5;5;4;2;2;4;2;8;8;99;1;9999;9999;9999;2;0;0;12;3;3;98;9;9;0;8;5;4;1;1,31529;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;7;0;"";"";9;5;23;2;27;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;25862;1168;13;28;79;1;7;0;1;2;77;1;3;5;4;4;4;3;3;4;4;4;1;1;1;4;4;3;3;3;3;3;2;2;2;2;2;2;3;3;4;4;3;3;3;3;3;3;2;7;2;2;2;1;1;3;3;3;3;4;4;4;4;2;8;2;2;2;5;1;2;2;2;2;0;0;12;2;3;6;4;1;6;3;3;2;3;1,31529;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;8;0;"";"";9;5;23;2;34;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;25893;1169;13;28;79;1;7;0;1;1;45;1;1;1;4;2;2;1;5;2;5;3;1;2;1;4;5;3;2;3;1;5;4;1;1;1;3;3;3;1;5;4;4;4;5;4;5;4;1;1;1;1;1;5;1;1;1;1;5;1;1;1;4;2;4;2;2;2;5;2;0;0;9997;1;1;2;2;2;3;7;5;2;2;2;12;5;1;0,84566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;4;0;"";"";9;5;23;2;13;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;25900;1170;13;28;79;1;7;0;1;1;62;1;1;2;3;2;3;2;3;3;5;3;3;4;3;4;5;3;4;9;3;4;3;2;2;2;2;4;3;2;5;3;5;4;4;5;5;4;1;3;2;2;3;3;2;4;3;8;1;8;3;3;2;1;2;2;2;2;3;1;1;1;1;1;9;99;99;1;3;6;4;6;0;2;5;4;1;0,85555;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;4;0;"";"";9;5;23;2;15;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;25904;1171;2;50;297;1;6;0;1;2;73;1;2;1;2;1;3;2;4;2;4;4;4;5;2;2;4;3;2;3;1;3;1;2;1;1;1;1;3;1;4;2;5;4;3;4;2;2;3;4;2;2;4;4;4;2;1;2;4;4;5;2;4;2;4;2;2;1;2;1;1;1;1;2;0;0;12;5;3;4;3;2;2;6;3;2;1;0,83279;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8;0;0;0;0;5;0;"";"";9;5;23;2;21;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;25915;1172;9;8;19;1;7;0;2;1;33;1;2;2;2;3;1;1;2;4;5;2;2;4;3;4;5;3;3;2;4;4;3;2;3;1;2;3;3;2;3;2;3;4;4;4;5;3;3;7;1;1;1;1;1;3;3;1;2;3;3;2;4;1;4;2;2;2;4;1;1;1;1;1;1;2;2;2;3;13;6;6;0;4;3;2;1;0,95598;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;4;0;"";"";9;5;23;2;17;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;25986;1173;10;46;250;1;6;0;1;2;66;1;1;2;2;3;2;2;2;2;4;2;4;3;3;4;4;3;3;3;3;2;2;2;2;2;2;3;2;2;4;4;5;5;5;4;4;3;4;4;4;2;3;3;3;1;1;1;3;3;2;1;2;1;2;2;2;2;4;1;1;1;1;2;0;0;12;1;3;6;4;3;3;2;3;2;2;0,80556;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;8;0;"";"";9;5;23;2;18;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;25989;1174;13;28;79;1;7;0;1;1;81;1;4;5;8;5;8;2;3;3;4;5;5;4;8;2;1;1;3;3;8;3;1;1;1;4;3;1;5;3;5;5;1;5;5;4;1;2;1;5;2;2;9;9;9;4;3;5;9;8;5;5;9;8;8;2;1;9;99;1;5;5;5;2;0;0;12;1;3;2;2;2;1;5;3;2;2;0,84917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";9;5;23;2;43;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26024;1175;7;45;0;3;2;0;2;2;56;1;2;2;4;4;1;1;4;3;5;5;3;3;3;5;5;5;2;2;2;5;3;1;4;2;1;2;2;2;4;2;5;5;4;4;5;3;3;4;1;1;1;2;2;3;3;3;1;3;2;1;4;2;1;2;2;2;3;1;9977;9977;9977;1;1;1;1;5;3;11;6;6;0;4;3;2;1;0,97481;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;14;0;0;0;0;9;1;"";"";9;5;23;2;18;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26036;1176;5;38;23;3;5;0;1;2;69;1;4;5;4;4;4;4;2;5;4;4;3;4;3;3;3;3;3;3;3;2;4;3;2;2;1;5;4;4;5;5;3;5;5;1;4;5;3;4;2;3;2;4;4;5;5;5;2;5;5;5;3;8;8;1;1;8;99;1;8995;8995;8995;7;0;0;14;1;3;2;2;1;3;6;3;2;2;0,84906;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;5;0;"";"";9;5;23;2;27;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26039;1177;3;33;44;1;5;0;2;1;54;1;2;4;3;4;2;2;5;2;4;4;1;8;4;4;5;4;2;8;4;5;1;1;2;1;1;3;4;3;4;2;5;5;5;4;5;3;4;4;1;1;2;1;1;3;2;2;1;2;2;1;5;1;1;2;2;2;2;1;4;4;4;2;0;0;12;1;3;6;4;6;0;2;5;4;1;0,81802;0;0;0;0;0;0;15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;18;1;"";"";9;5;23;2;16;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26095;1178;13;28;79;1;7;0;1;1;26;1;2;3;2;3;2;1;4;2;4;3;3;4;4;3;5;4;5;3;3;5;2;3;3;2;1;2;4;3;2;3;4;5;5;5;5;2;4;4;2;1;2;4;2;4;2;3;2;2;3;2;4;1;1;2;2;1;4;1;4;4;4;1;1;2;2;2;3;15;6;6;0;2;3;2;2;0,833;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;6;0;"";"";9;5;23;2;22;1;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0
3406;26124;1179;10;3;14;2;5;0;1;2;80;1;1;1;4;4;4;4;9;4;4;2;2;3;3;4;4;2;2;2;4;4;1;4;5;1;1;4;5;4;5;4;5;5;3;5;5;5;5;5;4;4;4;1;4;5;1;1;4;5;1;1;4;1;4;2;2;2;10;1;2;2;2;2;0;0;12;3;3;9;6;1;6;4;3;2;1;1,28221;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;6;0;"";"";9;5;23;2;18;1;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0
3406;26127;1180;7;16;0;3;1;0;1;1;59;1;4;4;2;4;4;2;2;2;4;5;4;4;3;4;4;4;3;3;2;4;2;1;1;2;2;4;2;2;4;4;5;4;4;3;3;3;4;3;2;2;2;3;3;1;2;3;2;1;2;2;3;2;2;2;2;2;4;1;1;1;1;1;3;6;6;3;3;4;3;1;3;5;3;2;1;1,00639;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;7;0;"";"";9;5;23;2;21;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26149;1181;13;28;0;3;2;0;2;2;52;1;1;2;2;2;2;2;2;2;5;3;3;4;3;5;5;1;1;1;1;5;2;2;2;2;2;2;2;2;3;3;5;3;5;3;5;4;3;3;1;1;1;5;4;4;3;2;5;4;3;3;3;1;4;2;2;2;8;1;2;2;2;1;1;7;7;1;3;7;5;2;3;3;5;4;2;1,01992;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;11;0;"";"";9;5;23;2;25;1;1;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
3406;26158;1182;14;30;0;3;3;0;2;1;50;1;2;3;4;4;3;2;5;3;5;4;3;3;3;5;5;3;2;2;4;5;2;2;3;1;1;3;1;3;5;5;4;5;3;4;2;2;4;2;2;2;2;2;2;3;2;4;4;3;3;4;4;2;4;2;2;2;99;1;9999;9999;9999;9;0;0;99;1;3;7;5;5;0;9;4;3;1;0,90038;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;"";"";9;5;23;2;15;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26188;1183;5;35;16;1;5;0;1;1;41;1;2;1;1;4;1;1;3;1;5;5;4;5;4;5;5;5;4;5;4;5;1;1;1;1;1;2;1;1;5;3;5;4;4;4;4;4;3;5;1;1;1;1;1;4;1;1;1;4;4;1;3;1;1;2;2;2;3;1;1;1;1;1;1;8;8;1;3;11;6;6;0;2;12;5;1;0,87083;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;5;0;"";"";9;5;23;2;21;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26217;1184;12;15;0;3;2;0;2;1;34;1;1;1;3;1;2;2;3;1;5;3;2;4;2;5;4;3;5;3;4;4;2;1;2;1;1;2;2;1;2;1;3;4;4;3;2;3;1;4;2;3;2;4;3;3;2;1;4;3;2;4;4;4;2;2;2;1;3;1;1202;1202;1202;1;1;2;2;2;3;12;6;6;0;4;12;5;2;0,9744;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;4;0;"";"";9;5;23;2;21;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26269;1185;5;38;38;1;5;0;1;1;52;1;2;1;2;1;2;1;2;4;5;3;2;2;1;4;5;3;1;1;3;5;1;1;1;1;2;2;3;1;5;2;4;4;4;3;4;3;4;5;1;1;2;2;1;3;3;2;1;1;1;3;3;1;2;2;2;2;2;1;4;4;4;4;0;0;16;5;3;4;3;5;0;5;12;5;1;0,86146;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;12;1;0;0;0;8;0;"";"";9;5;23;2;17;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26283;1186;7;45;0;3;3;0;1;2;72;1;1;2;1;1;1;1;1;1;5;3;1;5;5;5;4;2;3;5;3;5;1;1;1;1;1;1;2;2;5;2;4;5;5;4;5;5;5;5;4;1;2;2;2;5;1;2;3;4;2;4;2;2;2;1;1;1;7;1;2;2;2;7;0;0;14;1;3;5;5;1;6;1;3;2;2;0,89787;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;"";"";9;5;23;2;19;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26292;1187;12;36;57;3;5;0;1;2;47;1;2;2;1;5;2;1;2;1;5;5;4;5;5;5;4;5;3;5;3;4;1;1;1;1;1;2;1;2;3;1;5;5;5;1;5;5;1;1;3;1;1;5;3;4;4;5;4;2;2;2;2;4;2;2;2;2;98;1;1;1;1;1;1;9;9;2;3;5;5;2;2;6;12;5;1;0,85153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;"";"";9;5;23;2;18;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26324;1188;3;33;44;1;5;0;1;1;62;1;2;2;5;3;3;2;3;2;5;4;3;3;2;5;5;3;2;4;4;5;1;1;2;2;2;3;4;2;5;2;5;4;4;5;4;3;3;5;1;1;3;4;3;3;3;2;2;3;1;2;2;1;2;2;2;2;4;1;4;4;4;2;0;0;12;1;3;4;3;4;0;4;3;2;2;0,82759;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;"";"";9;5;23;2;13;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26371;1189;13;28;0;3;3;0;1;1;56;1;1;3;1;1;1;2;3;3;5;1;2;4;1;5;4;1;1;4;1;4;1;2;2;2;2;2;4;2;4;5;3;5;5;3;3;4;1;4;2;2;4;5;4;2;2;2;3;5;3;5;5;1;1;2;2;2;7;1;9999;9999;9999;1;1;3;3;1;3;4;3;2;9;2;5;4;1;0,93251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;"";"";9;5;23;2;21;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26383;1190;7;13;34;2;4;0;1;1;58;1;1;1;1;1;2;2;1;1;5;5;5;5;4;5;5;5;4;4;4;5;2;1;1;1;2;2;2;1;2;2;5;5;4;5;5;5;4;5;1;1;2;2;1;2;1;1;2;1;1;2;2;1;1;2;2;2;1;1;1;1;1;1;1;2;2;1;3;6;4;6;0;4;3;2;1;0,85271;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;"";"";9;5;23;2;13;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26405;1191;9;8;19;1;7;0;2;2;55;1;1;1;2;2;2;2;4;1;5;2;3;4;1;5;5;3;3;4;3;5;1;1;2;1;2;2;1;1;3;4;5;3;4;3;5;4;4;5;1;1;2;2;4;1;1;2;4;4;4;4;2;1;2;2;2;2;5;1;902;902;902;1;1;2;2;1;3;12;6;4;0;1;2;1;1;0,96587;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;16;0;0;0;0;12;0;"";"";9;5;23;2;14;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26460;1192;3;33;0;3;3;0;2;1;58;1;2;2;2;3;3;2;3;3;3;4;5;4;3;4;5;4;4;3;5;4;2;2;1;2;2;2;2;2;2;2;4;4;4;5;4;3;3;3;3;3;4;3;2;3;4;2;3;2;3;2;3;4;4;2;2;2;1;1;1;1;1;2;0;0;12;1;3;4;3;5;0;5;4;3;2;0,92021;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;1;0;"";"";9;5;23;2;14;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26480;1193;3;33;0;3;4;0;2;1;69;1;4;2;4;4;8;4;4;5;5;4;5;4;5;5;5;5;5;5;5;5;4;2;3;2;2;4;4;3;5;4;5;4;4;5;3;2;3;3;1;1;1;3;4;9;5;4;3;9;5;3;5;4;2;2;2;1;1;1;4;4;4;2;0;0;12;1;3;5;5;6;0;5;5;4;2;0,85813;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;2;0;"";"";9;5;23;2;15;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26487;1194;16;1;59;1;5;0;2;2;45;1;2;2;2;2;2;2;2;2;4;3;3;4;3;5;5;3;3;5;3;5;1;2;2;2;2;2;1;1;2;1;5;5;5;4;4;3;3;5;1;1;1;1;1;2;2;2;2;2;3;4;2;1;1;2;2;2;5;1;9998;9998;9998;1;1;5;5;1;3;8;6;3;6;4;12;5;2;0,89141;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;"";"";9;5;23;2;21;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26512;1195;5;35;0;3;3;0;1;1;27;1;4;2;3;3;4;2;4;4;5;1;1;4;4;5;5;1;1;4;3;5;2;3;2;3;2;4;3;3;2;3;4;5;5;3;3;4;2;1;2;2;1;4;4;2;2;3;4;2;1;4;4;1;2;2;2;1;3;1;7;7;7;1;1;2;2;2;3;13;6;4;0;1;3;2;1;0,94353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";9;5;23;2;18;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26531;1196;1;41;91;1;6;0;1;1;61;1;2;1;2;2;2;1;3;1;5;4;4;5;8;3;5;4;4;4;4;4;1;1;1;1;1;3;2;2;4;4;4;5;4;4;4;9;3;3;2;2;2;3;2;2;4;3;3;4;4;4;3;3;2;2;2;9;7;1;1;1;1;1;1;2;2;5;3;14;6;4;0;2;3;2;2;1,03156;0;0;0;0;0;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;19;0;0;0;0;14;0;"";"";9;5;23;2;30;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26549;1197;8;37;274;2;5;0;1;1;66;1;1;2;1;1;1;2;4;1;5;2;1;3;2;4;5;2;1;3;3;4;1;1;2;1;2;2;1;1;1;1;5;4;4;4;5;4;4;4;2;1;1;4;3;1;1;1;1;1;1;2;1;2;4;2;2;2;5;1;5;5;5;2;0;0;12;1;3;14;6;4;0;1;3;2;1;0,8717;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;1;0;0;1;0;50;0;0;0;0;39;1;"";"";9;5;23;2;17;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26553;1198;13;28;79;1;7;0;1;1;44;1;2;3;2;2;4;2;5;5;5;2;1;3;2;4;4;3;2;3;2;3;2;2;3;2;3;1;2;2;3;3;4;3;5;4;2;3;4;4;3;1;3;2;2;2;5;1;1;4;1;4;5;2;2;2;2;2;3;1;1;1;1;1;2;1;1;2;3;7;5;6;0;2;3;2;2;0,85486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";9;5;23;2;15;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26562;1199;12;15;0;3;2;0;2;2;59;1;4;5;3;5;4;4;4;3;3;4;1;1;1;3;3;3;1;1;1;4;5;4;4;1;1;5;5;5;5;5;3;3;3;3;5;5;1;2;1;1;2;1;3;5;5;1;5;1;1;2;1;1;1;2;2;2;4;1;1;1;1;1;2;1;1;1;3;9;6;5;0;3;5;4;2;0,98447;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;16;0;0;0;0;17;0;"";"";9;5;23;2;20;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26640;1200;2;50;297;1;6;0;2;1;40;2;2;2;1;4;1;5;4;4;1;3;1;3;3;4;4;3;1;4;3;4;2;1;2;2;2;4;2;1;4;2;4;4;2;4;4;3;3;1;1;1;1;3;3;5;1;5;3;1;4;1;4;1;1;2;2;2;10;1;3;3;3;1;1;10;10;2;3;7;5;5;0;4;3;2;1;0,85414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"";"";9;5;23;2;23;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
3406;26680;1201;7;45;168;1;4;0;2;1;52;1;1;1;1;1;1;1;1;2;5;3;1;1;1;5;5;2;1;3;1;3;3;1;1;1;1;4;3;3;5;3;5;5;5;4;5;3;3;5;1;1;1;1;1;3;2;1;1;3;3;2;4;1;2;2;2;2;5;1;5;5;5;1;1;2;2;1;3;14;6;5;0;2;3;2;1;0,84285;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;4;0;"";"";9;5;23;2;16;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
